frame_index,time_s,beacon_world_x,beacon_world_y,beacon_frame_x,beacon_frame_y
84,2.800000,1111.838581,1165.807515,431.838581,405.807515
85,2.833333,1109.901796,1167.097562,429.901796,407.097562
86,2.866667,1107.950132,1168.364988,427.950132,408.364988
87,2.900000,1105.983853,1169.609619,425.983853,409.609619
88,2.933333,1104.003226,1170.831288,424.003226,410.831288
89,2.966667,1102.008518,1172.029830,422.008518,412.029830
90,3.000000,1100.000000,1173.205081,420.000000,413.205081
91,3.033333,1097.977944,1174.356883,417.977944,414.356883
92,3.066667,1095.942623,1175.485080,415.942623,415.485080
93,3.100000,1093.894313,1176.589519,413.894313,416.589519
94,3.133333,1091.833291,1177.670050,411.833291,417.670050
95,3.166667,1089.759836,1178.726528,409.759836,418.726528
96,3.200000,1087.674229,1179.758809,407.674229,419.758809
97,3.233333,1085.576753,1180.766754,405.576753,420.766754
98,3.266667,1083.467691,1181.750226,403.467691,421.750226
99,3.300000,1081.347329,1182.709092,401.347329,422.709092
100,3.333333,1079.215953,1183.643221,399.215953,423.643221
101,3.366667,1077.073853,1184.552489,397.073853,424.552489
102,3.400000,1074.921319,1185.436771,394.921319,425.436771
103,3.433333,1072.758641,1186.295948,392.758641,426.295948
104,3.466667,1070.586113,1187.129903,390.586113,427.129903
105,3.500000,1068.404029,1187.938524,388.404029,427.938524
106,3.533333,1066.212684,1188.721701,386.212684,428.721701
107,3.566667,1064.012374,1189.479329,384.012374,429.479329
108,3.600000,1061.803399,1190.211303,381.803399,430.211303
109,3.633333,1059.586056,1190.917526,379.586056,430.917526
110,3.666667,1057.360647,1191.597902,377.360647,431.597902
111,3.700000,1055.127471,1192.252339,375.127471,432.252339
112,3.733333,1052.886832,1192.880748,372.886832,432.880748
113,3.766667,1050.639034,1193.483044,370.639034,433.483044
114,3.800000,1048.384379,1194.059145,368.384379,434.059145
115,3.833333,1046.123174,1194.608974,366.123174,434.608974
116,3.866667,1043.855725,1195.132456,363.855725,435.132456
117,3.900000,1041.582338,1195.629520,361.582338,435.629520
118,3.933333,1039.303322,1196.100099,359.303322,436.100099
119,3.966667,1037.018985,1196.544129,357.018985,436.544129
120,4.000000,1034.729636,1196.961551,354.729636,436.961551
121,4.033333,1032.435585,1197.352306,352.435585,437.352306
122,4.066667,1030.137142,1197.716344,350.137142,437.716344
123,4.100000,1027.834620,1198.053614,347.834620,438.053614
124,4.133333,1025.528330,1198.364070,345.528330,438.364070
125,4.166667,1023.218583,1198.647672,343.218583,438.647672
126,4.200000,1020.905693,1198.904379,340.905693,438.904379
127,4.233333,1018.589972,1199.134158,338.589972,439.134158
128,4.266667,1016.271735,1199.336978,336.271735,439.336978
129,4.300000,1013.951295,1199.512810,333.951295,439.512810
130,4.333333,1011.628966,1199.661632,331.628966,439.661632
131,4.366667,1009.305062,1199.783422,329.305062,439.783422
132,4.400000,1006.979899,1199.878165,326.979899,439.878165
133,4.433333,1004.653791,1199.945848,324.653791,439.945848
134,4.466667,1002.327053,1199.986462,322.327053,439.986462
135,4.500000,1000.000000,1200.000000,320.000000,440.000000
136,4.533333,997.672947,1199.986462,317.672947,439.986462
137,4.566667,995.346209,1199.945848,315.346209,439.945848
138,4.600000,993.020101,1199.878165,313.020101,439.878165
139,4.633333,990.694938,1199.783422,310.694938,439.783422
140,4.666667,988.371034,1199.661632,308.371034,439.661632
141,4.700000,986.048705,1199.512810,306.048705,439.512810
142,4.733333,983.728265,1199.336978,303.728265,439.336978
143,4.766667,981.410028,1199.134158,301.410028,439.134158
144,4.800000,979.094307,1198.904379,299.094307,438.904379
145,4.833333,976.781417,1198.647672,296.781417,438.647672
146,4.866667,974.471670,1198.364070,294.471670,438.364070
147,4.900000,972.165380,1198.053614,292.165380,438.053614
148,4.933333,969.862858,1197.716344,289.862858,437.716344
149,4.966667,967.564415,1197.352306,287.564415,437.352306
150,5.000000,965.270364,1196.961551,285.270364,436.961551
151,5.033333,962.981015,1196.544129,282.981015,436.544129
152,5.066667,960.696678,1196.100099,280.696678,436.100099
153,5.100000,958.417662,1195.629520,278.417662,435.629520
154,5.133333,956.144275,1195.132456,276.144275,435.132456
155,5.166667,953.876826,1194.608974,273.876826,434.608974
156,5.200000,951.615621,1194.059145,271.615621,434.059145
157,5.233333,949.360966,1193.483044,269.360966,433.483044
158,5.266667,947.113168,1192.880748,267.113168,432.880748
159,5.300000,944.872529,1192.252339,264.872529,432.252339
160,5.333333,942.639353,1191.597902,262.639353,431.597902
161,5.366667,940.413944,1190.917526,260.413944,430.917526
162,5.400000,938.196601,1190.211303,258.196601,430.211303
163,5.433333,935.987626,1189.479329,255.987626,429.479329
164,5.466667,933.787316,1188.721701,253.787316,428.721701
165,5.500000,931.595971,1187.938524,251.595971,427.938524
166,5.533333,929.413887,1187.129903,249.413887,427.129903
167,5.566667,927.241359,1186.295948,247.241359,426.295948
168,5.600000,925.078681,1185.436771,245.078681,425.436771
169,5.633333,922.926147,1184.552489,242.926147,424.552489
170,5.666667,920.784047,1183.643221,240.784047,423.643221
171,5.700000,918.652671,1182.709092,238.652671,422.709092
172,5.733333,916.532309,1181.750226,236.532309,421.750226
173,5.766667,914.423247,1180.766754,234.423247,420.766754
174,5.800000,912.325771,1179.758809,232.325771,419.758809
175,5.833333,910.240164,1178.726528,230.240164,418.726528
176,5.866667,908.166709,1177.670050,228.166709,417.670050
177,5.900000,906.105687,1176.589519,226.105687,416.589519
178,5.933333,904.057377,1175.485080,224.057377,415.485080
179,5.966667,902.022056,1174.356883,222.022056,414.356883
180,6.000000,900.000000,1173.205081,220.000000,413.205081
181,6.033333,897.991482,1172.029830,217.991482,412.029830
182,6.066667,895.996774,1170.831288,215.996774,410.831288
183,6.100000,894.016147,1169.609619,214.016147,409.609619
184,6.133333,892.049868,1168.364988,212.049868,408.364988
185,6.166667,890.098204,1167.097562,210.098204,407.097562
186,6.200000,888.161419,1165.807515,208.161419,405.807515
187,6.233333,886.239775,1164.495019,206.239775,404.495019
188,6.266667,884.333533,1163.160254,204.333533,403.160254
189,6.300000,882.442950,1161.803399,202.442950,401.803399
190,6.333333,880.568282,1160.424639,200.568282,400.424639
191,6.366667,878.709783,1159.024159,198.709783,399.024159
192,6.400000,876.867705,1157.602151,196.867705,397.602151
193,6.433333,875.042297,1156.158805,195.042297,396.158805
194,6.466667,873.233807,1154.694319,193.233807,394.694319
195,6.500000,871.442478,1153.208889,191.442478,393.208889
196,6.533333,869.668554,1151.702717,189.668554,391.702717
197,6.566667,867.912275,1150.176007,187.912275,390.176007
198,6.600000,866.173879,1148.628965,186.173879,388.628965
199,6.633333,864.453600,1147.061802,184.453600,387.061802
200,6.666667,862.751672,1145.474728,182.751672,385.474728
201,6.700000,861.068326,1143.867960,181.068326,383.867960
202,6.733333,859.403789,1142.241714,179.403789,382.241714
203,6.766667,857.758286,1140.596211,177.758286,380.596211
204,6.800000,856.132040,1138.931674,176.132040,378.931674
205,6.833333,854.525272,1137.248328,174.525272,377.248328
206,6.866667,852.938198,1135.546400,172.938198,375.546400
207,6.900000,851.371035,1133.826121,171.371035,373.826121
208,6.933333,849.823993,1132.087725,169.823993,372.087725
209,6.966667,848.297283,1130.331446,168.297283,370.331446
210,7.000000,846.791111,1128.557522,166.791111,368.557522
211,7.033333,845.305681,1126.766193,165.305681,366.766193
212,7.066667,843.841195,1124.957703,163.841195,364.957703
213,7.100000,842.397849,1123.132295,162.397849,363.132295
214,7.133333,840.975841,1121.290217,160.975841,361.290217
215,7.166667,839.575361,1119.431718,159.575361,359.431718
216,7.200000,838.196601,1117.557050,158.196601,357.557050
217,7.233333,836.839746,1115.666467,156.839746,355.666467
218,7.266667,835.504981,1113.760225,155.504981,353.760225
219,7.300000,834.192485,1111.838581,154.192485,351.838581
220,7.333333,832.902438,1109.901796,152.902438,349.901796
221,7.366667,831.635012,1107.950132,151.635012,347.950132
222,7.400000,830.390381,1105.983853,150.390381,345.983853
223,7.433333,829.168712,1104.003226,149.168712,344.003226
224,7.466667,827.970170,1102.008518,147.970170,342.008518
225,7.500000,826.794919,1100.000000,146.794919,340.000000
226,7.533333,825.643117,1097.977944,145.643117,337.977944
227,7.566667,824.514920,1095.942623,144.514920,335.942623
228,7.600000,823.410481,1093.894313,143.410481,333.894313
229,7.633333,822.329950,1091.833291,142.329950,331.833291
230,7.666667,821.273472,1089.759836,141.273472,329.759836
231,7.700000,820.241191,1087.674229,140.241191,327.674229
232,7.733333,819.233246,1085.576753,139.233246,325.576753
233,7.766667,818.249774,1083.467691,138.249774,323.467691
234,7.800000,817.290908,1081.347329,137.290908,321.347329
235,7.833333,816.356779,1079.215953,136.356779,319.215953
236,7.866667,815.447511,1077.073853,135.447511,317.073853
237,7.900000,814.563229,1074.921319,134.563229,314.921319
238,7.933333,813.704052,1072.758641,133.704052,312.758641
239,7.966667,812.870097,1070.586113,132.870097,310.586113
240,8.000000,812.061476,1068.404029,132.061476,308.404029
241,8.033333,811.278299,1066.212684,131.278299,306.212684
242,8.066667,810.520671,1064.012374,130.520671,304.012374
243,8.100000,809.788697,1061.803399,129.788697,301.803399
244,8.133333,809.082474,1059.586056,129.082474,299.586056
245,8.166667,808.402098,1057.360647,128.402098,297.360647
246,8.200000,807.747661,1055.127471,127.747661,295.127471
247,8.233333,807.119252,1052.886832,127.119252,292.886832
248,8.266667,806.516956,1050.639034,126.516956,290.639034
249,8.300000,805.940855,1048.384379,125.940855,288.384379
250,8.333333,805.391026,1046.123174,125.391026,286.123174
251,8.366667,804.867544,1043.855725,124.867544,283.855725
252,8.400000,804.370480,1041.582338,124.370480,281.582338
253,8.433333,803.899901,1039.303322,123.899901,279.303322
254,8.466667,803.455871,1037.018985,123.455871,277.018985
255,8.500000,803.038449,1034.729636,123.038449,274.729636
256,8.533333,802.647694,1032.435585,122.647694,272.435585
257,8.566667,802.283656,1030.137142,122.283656,270.137142
258,8.600000,801.946386,1027.834620,121.946386,267.834620
259,8.633333,801.635930,1025.528330,121.635930,265.528330
260,8.666667,801.352328,1023.218583,121.352328,263.218583
261,8.700000,801.095621,1020.905693,121.095621,260.905693
262,8.733333,800.865842,1018.589972,120.865842,258.589972
263,8.766667,800.663022,1016.271735,120.663022,256.271735
264,8.800000,800.487190,1013.951295,120.487190,253.951295
265,8.833333,800.338368,1011.628966,120.338368,251.628966
266,8.866667,800.216578,1009.305062,120.216578,249.305062
267,8.900000,800.121835,1006.979899,120.121835,246.979899
268,8.933333,800.054152,1004.653791,120.054152,244.653791
269,8.966667,800.013538,1002.327053,120.013538,242.327053
270,9.000000,800.000000,1000.000000,120.000000,240.000000
271,9.033333,800.013538,997.672947,120.013538,237.672947
272,9.066667,800.054152,995.346209,120.054152,235.346209
273,9.100000,800.121835,993.020101,120.121835,233.020101
274,9.133333,800.216578,990.694938,120.216578,230.694938
275,9.166667,800.338368,988.371034,120.338368,228.371034
276,9.200000,800.487190,986.048705,120.487190,226.048705
277,9.233333,800.663022,983.728265,120.663022,223.728265
278,9.266667,800.865842,981.410028,120.865842,221.410028
279,9.300000,801.095621,979.094307,121.095621,219.094307
280,9.333333,801.352328,976.781417,121.352328,216.781417
281,9.366667,801.635930,974.471670,121.635930,214.471670
282,9.400000,801.946386,972.165380,121.946386,212.165380
283,9.433333,802.283656,969.862858,122.283656,209.862858
284,9.466667,802.647694,967.564415,122.647694,207.564415
285,9.500000,803.038449,965.270364,123.038449,205.270364
286,9.533333,803.455871,962.981015,123.455871,202.981015
287,9.566667,803.899901,960.696678,123.899901,200.696678
288,9.600000,804.370480,958.417662,124.370480,198.417662
289,9.633333,804.867544,956.144275,124.867544,196.144275
290,9.666667,805.391026,953.876826,125.391026,193.876826
291,9.700000,805.940855,951.615621,125.940855,191.615621
292,9.733333,806.516956,949.360966,126.516956,189.360966
293,9.766667,807.119252,947.113168,127.119252,187.113168
294,9.800000,807.747661,944.872529,127.747661,184.872529
295,9.833333,808.402098,942.639353,128.402098,182.639353
296,9.866667,809.082474,940.413944,129.082474,180.413944
297,9.900000,809.788697,938.196601,129.788697,178.196601
298,9.933333,810.520671,935.987626,130.520671,175.987626
299,9.966667,811.278299,933.787316,131.278299,173.787316
300,10.000000,812.061476,931.595971,132.061476,171.595971
301,10.033333,812.870097,929.413887,132.870097,169.413887
302,10.066667,813.704052,927.241359,133.704052,167.241359
303,10.100000,814.563229,925.078681,134.563229,165.078681
304,10.133333,815.447511,922.926147,135.447511,162.926147
305,10.166667,816.356779,920.784047,136.356779,160.784047
306,10.200000,817.290908,918.652671,137.290908,158.652671
307,10.233333,818.249774,916.532309,138.249774,156.532309
308,10.266667,819.233246,914.423247,139.233246,154.423247
309,10.300000,820.241191,912.325771,140.241191,152.325771
310,10.333333,821.273472,910.240164,141.273472,150.240164
311,10.366667,822.329950,908.166709,142.329950,148.166709
312,10.400000,823.410481,906.105687,143.410481,146.105687
313,10.433333,824.514920,904.057377,144.514920,144.057377
314,10.466667,825.643117,902.022056,145.643117,142.022056
315,10.500000,826.794919,900.000000,146.794919,140.000000
316,10.533333,827.970170,897.991482,147.970170,137.991482
317,10.566667,829.168712,895.996774,149.168712,135.996774
318,10.600000,830.390381,894.016147,150.390381,134.016147
319,10.633333,831.635012,892.049868,151.635012,132.049868
320,10.666667,832.902438,890.098204,152.902438,130.098204
321,10.700000,834.192485,888.161419,154.192485,128.161419
322,10.733333,835.504981,886.239775,155.504981,126.239775
323,10.766667,836.839746,884.333533,156.839746,124.333533
324,10.800000,838.196601,882.442950,158.196601,122.442950
325,10.833333,839.575361,880.568282,159.575361,120.568282
326,10.866667,840.975841,878.709783,160.975841,118.709783
327,10.900000,842.397849,876.867705,162.397849,116.867705
328,10.933333,843.841195,875.042297,163.841195,115.042297
329,10.966667,845.305681,873.233807,165.305681,113.233807
330,11.000000,846.791111,871.442478,166.791111,111.442478
331,11.033333,848.297283,869.668554,168.297283,109.668554
332,11.066667,849.823993,867.912275,169.823993,107.912275
333,11.100000,851.371035,866.173879,171.371035,106.173879
334,11.133333,852.938198,864.453600,172.938198,104.453600
335,11.166667,854.525272,862.751672,174.525272,102.751672
336,11.200000,856.132040,861.068326,176.132040,101.068326
337,11.233333,857.758286,859.403789,177.758286,99.403789
338,11.266667,859.403789,857.758286,179.403789,97.758286
339,11.300000,861.068326,856.132040,181.068326,96.132040
340,11.333333,862.751672,854.525272,182.751672,94.525272
341,11.366667,864.453600,852.938198,184.453600,92.938198
342,11.400000,866.173879,851.371035,186.173879,91.371035
343,11.433333,867.912275,849.823993,187.912275,89.823993
344,11.466667,869.668554,848.297283,189.668554,88.297283
345,11.500000,871.442478,846.791111,191.442478,86.791111
346,11.533333,873.233807,845.305681,193.233807,85.305681
347,11.566667,875.042297,843.841195,195.042297,83.841195
348,11.600000,876.867705,842.397849,196.867705,82.397849
349,11.633333,878.709783,840.975841,198.709783,80.975841
350,11.666667,880.568282,839.575361,200.568282,79.575361
351,11.700000,882.442950,838.196601,202.442950,78.196601
352,11.733333,884.333533,836.839746,204.333533,76.839746
353,11.766667,886.239775,835.504981,206.239775,75.504981
354,11.800000,888.161419,834.192485,208.161419,74.192485
355,11.833333,890.098204,832.902438,210.098204,72.902438
356,11.866667,892.049868,831.635012,212.049868,71.635012
357,11.900000,894.016147,830.390381,214.016147,70.390381
358,11.933333,895.996774,829.168712,215.996774,69.168712
359,11.966667,897.991482,827.970170,217.991482,67.970170
360,12.000000,900.000000,826.794919,220.000000,66.794919
361,12.033333,902.022056,825.643117,222.022056,65.643117
362,12.066667,904.057377,824.514920,224.057377,64.514920
363,12.100000,906.105687,823.410481,226.105687,63.410481
364,12.133333,908.166709,822.329950,228.166709,62.329950
365,12.166667,910.240164,821.273472,230.240164,61.273472
366,12.200000,912.325771,820.241191,232.325771,60.241191
367,12.233333,914.423247,819.233246,234.423247,59.233246
368,12.266667,916.532309,818.249774,236.532309,58.249774
369,12.300000,918.652671,817.290908,238.652671,57.290908
370,12.333333,920.784047,816.356779,240.784047,56.356779
371,12.366667,922.926147,815.447511,242.926147,55.447511
372,12.400000,925.078681,814.563229,245.078681,54.563229
373,12.433333,927.241359,813.704052,247.241359,53.704052
374,12.466667,929.413887,812.870097,249.413887,52.870097
375,12.500000,931.595971,812.061476,251.595971,52.061476
376,12.533333,933.787316,811.278299,253.787316,51.278299
377,12.566667,935.987626,810.520671,255.987626,50.520671
378,12.600000,938.196601,809.788697,258.196601,49.788697
379,12.633333,940.413944,809.082474,260.413944,49.082474
380,12.666667,942.639353,808.402098,262.639353,48.402098
381,12.700000,944.872529,807.747661,264.872529,47.747661
382,12.733333,947.113168,807.119252,267.113168,47.119252
383,12.766667,949.360966,806.516956,269.360966,46.516956
384,12.800000,951.615621,805.940855,271.615621,45.940855
385,12.833333,953.876826,805.391026,273.876826,45.391026
386,12.866667,956.144275,804.867544,276.144275,44.867544
387,12.900000,958.417662,804.370480,278.417662,44.370480
388,12.933333,960.696678,803.899901,280.696678,43.899901
389,12.966667,962.981015,803.455871,282.981015,43.455871
390,13.000000,965.270364,803.038449,285.270364,43.038449
391,13.033333,967.564415,802.647694,287.564415,42.647694
392,13.066667,969.862858,802.283656,289.862858,42.283656
393,13.100000,972.165380,801.946386,292.165380,41.946386
394,13.133333,974.471670,801.635930,294.471670,41.635930
395,13.166667,976.781417,801.352328,296.781417,41.352328
396,13.200000,979.094307,801.095621,299.094307,41.095621
397,13.233333,981.410028,800.865842,301.410028,40.865842
398,13.266667,983.728265,800.663022,303.728265,40.663022
399,13.300000,986.048705,800.487190,306.048705,40.487190
400,13.333333,988.371034,800.338368,308.371034,40.338368
401,13.366667,990.694938,800.216578,310.694938,40.216578
402,13.400000,993.020101,800.121835,313.020101,40.121835
403,13.433333,995.346209,800.054152,315.346209,40.054152
404,13.466667,997.672947,800.013538,317.672947,40.013538
405,13.500000,1000.000000,800.000000,320.000000,40.000000
406,13.533333,1002.327053,800.013538,322.327053,40.013538
407,13.566667,1004.653791,800.054152,324.653791,40.054152
408,13.600000,1006.979899,800.121835,326.979899,40.121835
409,13.633333,1009.305062,800.216578,329.305062,40.216578
410,13.666667,1011.628966,800.338368,331.628966,40.338368
411,13.700000,1013.951295,800.487190,333.951295,40.487190
412,13.733333,1016.271735,800.663022,336.271735,40.663022
413,13.766667,1018.589972,800.865842,338.589972,40.865842
414,13.800000,1020.905693,801.095621,340.905693,41.095621
415,13.833333,1023.218583,801.352328,343.218583,41.352328
416,13.866667,1025.528330,801.635930,345.528330,41.635930
417,13.900000,1027.834620,801.946386,347.834620,41.946386
418,13.933333,1030.137142,802.283656,350.137142,42.283656
419,13.966667,1032.435585,802.647694,352.435585,42.647694
420,14.000000,1034.729636,803.038449,354.729636,43.038449
421,14.033333,1037.018985,803.455871,357.018985,43.455871
422,14.066667,1039.303322,803.899901,359.303322,43.899901
423,14.100000,1041.582338,804.370480,361.582338,44.370480
424,14.133333,1043.855725,804.867544,363.855725,44.867544
425,14.166667,1046.123174,805.391026,366.123174,45.391026
426,14.200000,1048.384379,805.940855,368.384379,45.940855
427,14.233333,1050.639034,806.516956,370.639034,46.516956
428,14.266667,1052.886832,807.119252,372.886832,47.119252
429,14.300000,1055.127471,807.747661,375.127471,47.747661
430,14.333333,1057.360647,808.402098,377.360647,48.402098
431,14.366667,1059.586056,809.082474,379.586056,49.082474
432,14.400000,1061.803399,809.788697,381.803399,49.788697
433,14.433333,1064.012374,810.520671,384.012374,50.520671
434,14.466667,1066.212684,811.278299,386.212684,51.278299
435,14.500000,1068.404029,812.061476,388.404029,52.061476
436,14.533333,1070.586113,812.870097,390.586113,52.870097
437,14.566667,1072.758641,813.704052,392.758641,53.704052
438,14.600000,1074.921319,814.563229,394.921319,54.563229
439,14.633333,1077.073853,815.447511,397.073853,55.447511
440,14.666667,1079.215953,816.356779,399.215953,56.356779
441,14.700000,1081.347329,817.290908,401.347329,57.290908
442,14.733333,1083.467691,818.249774,403.467691,58.249774
443,14.766667,1085.576753,819.233246,405.576753,59.233246
444,14.800000,1087.674229,820.241191,407.674229,60.241191
445,14.833333,1089.759836,821.273472,409.759836,61.273472
446,14.866667,1091.833291,822.329950,411.833291,62.329950
447,14.900000,1093.894313,823.410481,413.894313,63.410481
448,14.933333,1095.942623,824.514920,415.942623,64.514920
449,14.966667,1097.977944,825.643117,417.977944,65.643117
